source	name	smiles	can_smi	can_taut	can_taut_strip_stereo	InChI	InChIKey	Molecular_Weight	Molecular_Formula	CanonicalTautomer	NumberOfTautomers
Schrodinger anionic salt	# Dodecylsulfuric acid*	O=S(O)(OCCCCCCCCCCCC)=O	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	InChI=1S/C12H26O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h2-12H2,1H3,(H,13,14,15)	MOTZDAYCYVMXPC-UHFFFAOYSA-N	266.39744	C12H26O4S		
Schrodinger anionic salt	# Ethane-1,2-disulfonic acid*	O=S(CCS(=O)(=O)O)(O)=O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	InChI=1S/C2H6O6S2/c3-9(4,5)1-2-10(6,7)8/h1-2H2,(H,3,4,5)(H,6,7,8)	AFAXGSQYZLGZPG-UHFFFAOYSA-N	190.19544	C2H6O6S2		
Schrodinger anionic salt	# Ethylsulfuric acid	CCOS(=O)(=O)[O-]	CCOS(=O)(=O)O	CCOS(=O)(=O)O	CCOS(=O)(=O)O	InChI=1S/C2H6O4S/c1-2-6-7(3,4)5/h2H2,1H3,(H,3,4,5)	KIWBPDUYBMNFTB-UHFFFAOYSA-N	126.13163	C2H6O4S		
Schrodinger anionic salt	# Ethylsulfuric acid	CCOS(O)(=O)=O	CCOS(=O)(=O)O	CCOS(=O)(=O)O	CCOS(=O)(=O)O	InChI=1S/C2H6O4S/c1-2-6-7(3,4)5/h2H2,1H3,(H,3,4,5)	KIWBPDUYBMNFTB-UHFFFAOYSA-N	126.13163	C2H6O4S		
Schrodinger anionic salt	# Ethylsulfuric acid	CCO[S+](=O)([O-])[O-]	CCO[S+](=O)([O-])[O-]	CCO[S+](=O)([O-])[O-]	CCO[S+](=O)([O-])[O-]	InChI=1S/C2H5O4S/c1-2-6-7(3,4)5/h2H2,1H3/q-1	IDXQMCUPZNWTHM-UHFFFAOYSA-N	125.12369	C2H5O4S		
Schrodinger anionic salt	# Formic acid	O=C[O-]	OC=O	OC=O	OC=O	InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)	BDAGIHXWWSANSR-UHFFFAOYSA-N	46.02538	CH2O2		
Schrodinger anionic salt	# Formic acid	OC=O	OC=O	OC=O	OC=O	InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)	BDAGIHXWWSANSR-UHFFFAOYSA-N	46.02538	CH2O2		
Schrodinger anionic salt	# Fumaric acid	O=C(\C=C\C(O)=O)O	OC(=O)\C=C\C(=O)O	OC(=O)\C=C\C(=O)O	OC(=O)C=CC(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	VZCYOOQTPOCHFL-OWOJBTEDSA-N	116.07216	C4H4O4		
Schrodinger anionic salt	# Fumaric acid	[O-]C(\C=C\C(O)=O)=O	OC(=O)\C=C\C(=O)O	OC(=O)\C=C\C(=O)O	OC(=O)C=CC(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	VZCYOOQTPOCHFL-OWOJBTEDSA-N	116.07216	C4H4O4		
Schrodinger anionic salt	# Fumaric acid	[O-]C(\C=C\C(=O)[O-])=O	OC(=O)\C=C\C(=O)O	OC(=O)\C=C\C(=O)O	OC(=O)C=CC(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	VZCYOOQTPOCHFL-OWOJBTEDSA-N	116.07216	C4H4O4		
Schrodinger anionic salt	# Gluconic acid	[O-]C([C@@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)=O	OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	OCC(O)C(O)C(O)C(O)C(=O)O	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)	RGHNJXZEOKUKBD-UHFFFAOYSA-N	196.15527	C6H12O7		
Schrodinger anionic salt	# Gluconic acid	[O-]C([C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)=O	OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O	OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O	OCC(O)C(O)C(O)C(O)C(=O)O	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)	RGHNJXZEOKUKBD-UHFFFAOYSA-N	196.15527	C6H12O7		
Schrodinger anionic salt	# Glutamic acid*	O=C(CCC(C(O)=O)N)O	NC(CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	WHUUTDBJXJRKMK-UHFFFAOYSA-N	147.12926	C5H9NO4		
Schrodinger anionic salt	# Glycolic acid	O=C(CO)O	OCC(=O)O	OCC(=O)O	OCC(=O)O	InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)	AEMRFAOFKBGASW-UHFFFAOYSA-N	76.05136	C2H4O3		
Schrodinger anionic salt	# Halogens	[F-]	[F-]	[F-]	[F-]	InChI=1S/FH/h1H/p-1	KRHYYFGTRYWZRS-UHFFFAOYSA-M	18.9984	F		
Schrodinger anionic salt	# Halogens	[F-]	[F-]	[F-]	[F-]	InChI=1S/FH/h1H/p-1	KRHYYFGTRYWZRS-UHFFFAOYSA-M	18.9984	F		
Schrodinger anionic salt	# Halogens	[Cl-]	[Cl-]	[Cl-]	[Cl-]	InChI=1S/ClH/h1H/p-1	VEXZGXHMUGYJMC-UHFFFAOYSA-M	35.453	Cl		
Schrodinger anionic salt	# Halogens	[Cl-]	[Cl-]	[Cl-]	[Cl-]	InChI=1S/ClH/h1H/p-1	VEXZGXHMUGYJMC-UHFFFAOYSA-M	35.453	Cl		
Schrodinger anionic salt	# Halogens	[Br-]	[Br-]	[Br-]	[Br-]	InChI=1S/BrH/h1H/p-1	CPELXLSAUQHCOX-UHFFFAOYSA-M	79.904	Br		
Schrodinger anionic salt	# Halogens	[Br-]	[Br-]	[Br-]	[Br-]	InChI=1S/BrH/h1H/p-1	CPELXLSAUQHCOX-UHFFFAOYSA-M	79.904	Br		
Schrodinger anionic salt	# Halogens	[I-]	[I-]	[I-]	[I-]	InChI=1S/HI/h1H/p-1	XMBWDFGMSWQBCA-UHFFFAOYSA-M	126.90447	I		
Schrodinger anionic salt	# Halogens	[I-]	[I-]	[I-]	[I-]	InChI=1S/HI/h1H/p-1	XMBWDFGMSWQBCA-UHFFFAOYSA-M	126.90447	I		
Schrodinger anionic salt	# 2-Hydroxyethanesulfonic acid	O=S(CCO)(O)=O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	126.13163	C2H6O4S		
Schrodinger anionic salt	# Hydroxymaleic acid*	OC(\C=C(/C(=O)O)\O)=O	OC(=O)\C=C(\O)/C(=O)O	OC(=O)\C=C(\O)/C(=O)O	OC(=O)C=C(O)C(=O)O	InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1,5H,(H,6,7)(H,8,9)/b2-1+	UWYVPFMHMJIBHE-OWOJBTEDSA-N	132.07155	C4H4O5		
Schrodinger anionic salt	# Isonicotinic acid	[O-]C(c1ccncc1)=O	OC(=O)c1ccncc1	OC(=O)c1ccncc1	OC(=O)c1ccncc1	InChI=1S/C6H5NO2/c8-6(9)5-1-3-7-4-2-5/h1-4H,(H,8,9)	TWBYWOBDOCUKOW-UHFFFAOYSA-N	123.1094	C6H5NO2		
Schrodinger anionic salt	# Lactic acid	O=C(C(O)C)O	CC(O)C(=O)O	CC(O)C(=O)O	CC(O)C(=O)O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	90.07794	C3H6O3		
Schrodinger anionic salt	# Lactic acid	[O-]C([C@@H](O)C)=O	C[C@H](O)C(=O)O	C[C@H](O)C(=O)O	CC(O)C(=O)O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	90.07794	C3H6O3		
Schrodinger anionic salt	# Lactic acid	[O-]C([C@H](O)C)=O	C[C@@H](O)C(=O)O	C[C@@H](O)C(=O)O	CC(O)C(=O)O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	90.07794	C3H6O3		
Schrodinger anionic salt	# Maleic acid	O=C(\C=C/C(O)=O)O	OC(=O)\C=C/C(=O)O	OC(=O)\C=C/C(=O)O	OC(=O)C=CC(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-	VZCYOOQTPOCHFL-UPHRSURJSA-N	116.07216	C4H4O4		
Schrodinger anionic salt	# Malic acid	[O-]C(CC(C(O)=O)O)=O	OC(CC(=O)O)C(=O)O	OC(CC(=O)O)C(=O)O	OC(CC(=O)O)C(=O)O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	BJEPYKJPYRNKOW-UHFFFAOYSA-N	134.08743	C4H6O5		
Schrodinger anionic salt	# Malic acid	[O-]C(C(CC(O)=O)O)=O	OC(CC(=O)O)C(=O)O	OC(CC(=O)O)C(=O)O	OC(CC(=O)O)C(=O)O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	BJEPYKJPYRNKOW-UHFFFAOYSA-N	134.08743	C4H6O5		
Schrodinger anionic salt	# Malic acid	O=C([C@H](CC(O)=O)O)O	O[C@@H](CC(=O)O)C(=O)O	O[C@@H](CC(=O)O)C(=O)O	OC(CC(=O)O)C(=O)O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	BJEPYKJPYRNKOW-UHFFFAOYSA-N	134.08743	C4H6O5		
Schrodinger anionic salt	# Malonic acid	[O-]C(CC(O)=O)=O	OC(=O)CC(=O)O	OC(=O)CC(=O)O	OC(=O)CC(=O)O	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	OFOBLEOULBTSOW-UHFFFAOYSA-N	104.06146	C3H4O4		
Schrodinger anionic salt	# Malonic acid	O=C(CC(O)=O)O	OC(=O)CC(=O)O	OC(=O)CC(=O)O	OC(=O)CC(=O)O	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	OFOBLEOULBTSOW-UHFFFAOYSA-N	104.06146	C3H4O4		
Schrodinger anionic salt	# Mandelic acid*	O=C(C(c1ccccc1)O)O	OC(C(=O)O)c1ccccc1	OC(C(=O)O)c1ccccc1	OC(C(=O)O)c1ccccc1	InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)	IWYDHOAUDWTVEP-UHFFFAOYSA-N	152.14732	C8H8O3		
Schrodinger anionic salt	# Mesitylenesulfonic acid	Cc1cc(C)cc(C)c1S(O)(=O)=O	Cc1cc(C)c(c(C)c1)S(=O)(=O)O	Cc1cc(C)c(c(C)c1)S(=O)(=O)O	Cc1cc(C)c(c(C)c1)S(=O)(=O)O	InChI=1S/C9H12O3S/c1-6-4-7(2)9(8(3)5-6)13(10,11)12/h4-5H,1-3H3,(H,10,11,12)	LXFQSRIDYRFTJW-UHFFFAOYSA-N	200.25478	C9H12O3S		
Schrodinger anionic salt	# Methansulfonic acid	CS(O)(=O)=O	CS(=O)(=O)O	CS(=O)(=O)O	CS(=O)(=O)O	InChI=1S/CH4O3S/c1-5(2,3)4/h1H3,(H,2,3,4)	AFVFQIVMOAPDHO-UHFFFAOYSA-N	96.10566	CH4O3S		
Schrodinger anionic salt	# Methansulfonic acid	CS(=O)(=O)[O-]	CS(=O)(=O)O	CS(=O)(=O)O	CS(=O)(=O)O	InChI=1S/CH4O3S/c1-5(2,3)4/h1H3,(H,2,3,4)	AFVFQIVMOAPDHO-UHFFFAOYSA-N	96.10566	CH4O3S		
Schrodinger anionic salt	# 2-Methylbenzenesulfonic	O=S(c1c(C)cccc1)(O)=O	Cc1ccccc1S(=O)(=O)O	Cc1ccccc1S(=O)(=O)O	Cc1ccccc1S(=O)(=O)O	InChI=1S/C7H8O3S/c1-6-4-2-3-5-7(6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	LBLYYCQCTBFVLH-UHFFFAOYSA-N	172.20162	C7H8O3S		
Schrodinger anionic salt	# 3-Methylbenzenesulfonic acid*	O=S(c1cc(C)ccc1)(O)=O	Cc1cccc(c1)S(=O)(=O)O	Cc1cccc(c1)S(=O)(=O)O	Cc1cccc(c1)S(=O)(=O)O	InChI=1S/C7H8O3S/c1-6-3-2-4-7(5-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	JDQDSEVNMTYMOC-UHFFFAOYSA-N	172.20162	C7H8O3S		
Schrodinger anionic salt	# Methylmaleic acid*	O=C(\C=C(\C)/C(O)=O)O	C\C(=C\C(=O)O)\C(=O)O	C\C(=C\C(=O)O)\C(=O)O	CC(=CC(=O)O)C(=O)O	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2-	HNEGQIOMVPPMNR-IHWYPQMZSA-N	130.09874	C5H6O4		
Schrodinger anionic salt	# Methylsulfuric acid	COS(=O)(=O)[O-]	COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)	JZMJDSHXVKJFKW-UHFFFAOYSA-N	112.10506	CH4O4S		
Schrodinger anionic salt	# Methylsulfuric acid	COS(O)(=O)=O	COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)	JZMJDSHXVKJFKW-UHFFFAOYSA-N	112.10506	CH4O4S		
Schrodinger anionic salt	# 1,5-Naphthalene-disulfonic acid*	O=S(c1c2c(c(S(O)(=O)=O)ccc2)ccc1)(O)=O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	InChI=1S/C10H8O6S2/c11-17(12,13)9-5-1-3-7-8(9)4-2-6-10(7)18(14,15)16/h1-6H,(H,11,12,13)(H,14,15,16)	XTEGVFVZDVNBPF-UHFFFAOYSA-N	288.29692	C10H8O6S2		
Schrodinger anionic salt	# 2-Naphthalenesulfonic acid	c1c(cc(S(=O)(=O)[O-])cc2)c2ccc1	OS(=O)(=O)c1ccc2ccccc2c1	OS(=O)(=O)c1ccc2ccccc2c1	OS(=O)(=O)c1ccc2ccccc2c1	InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)	KVBGVZZKJNLNJU-UHFFFAOYSA-N	208.23371	C10H8O3S		
Schrodinger anionic salt	# N-cyclohexylsulfamic acid*	O=S(NC1CCCCC1)(O)=O	OS(=O)(=O)NC1CCCCC1	OS(=O)(=O)NC1CCCCC1	OS(=O)(=O)NC1CCCCC1	InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)	HCAJEUSONLESMK-UHFFFAOYSA-N	179.23732	C6H13NO3S		
Schrodinger anionic salt	# N-ethylsulfamic acid*	O=S(NCC)(O)=O	CCNS(=O)(=O)O	CCNS(=O)(=O)O	CCNS(=O)(=O)O	InChI=1S/C2H7NO3S/c1-2-3-7(4,5)6/h3H,2H2,1H3,(H,4,5,6)	SIVVHUQWDOGLJN-UHFFFAOYSA-N	125.14687	C2H7NO3S		
Schrodinger anionic salt	# Nicotinic acid*	[O-]C(c1cnccc1)=O	OC(=O)c1cccnc1	OC(=O)c1cccnc1	OC(=O)c1cccnc1	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	PVNIIMVLHYAWGP-UHFFFAOYSA-N	123.1094	C6H5NO2		
Schrodinger anionic salt	# Nicotinic acid*	O=C(c1cnccc1)O	OC(=O)c1cccnc1	OC(=O)c1cccnc1	OC(=O)c1cccnc1	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	PVNIIMVLHYAWGP-UHFFFAOYSA-N	123.1094	C6H5NO2		
Schrodinger anionic salt	# Nitrate	O=[N+](O)[O-]	O[N+](=O)[O-]	O[N+](=O)[O-]	O[N+](=O)[O-]	InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)	GRYLNZFGIOXLOG-UHFFFAOYSA-N	63.01284	HNO3	Yes	2
Schrodinger anionic salt	# Nitrate	[O-][N+](O)=O	O[N+](=O)[O-]	O[N+](=O)[O-]	O[N+](=O)[O-]	InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)	GRYLNZFGIOXLOG-UHFFFAOYSA-N	63.01284	HNO3	Yes	2
Schrodinger anionic salt	# Nitrate	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	InChI=1S/NO3/c2-1(3)4/q-1	NHNBFGGVMKEFGY-UHFFFAOYSA-N	62.0049	NO3		
Schrodinger anionic salt	# Nitrate	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	InChI=1S/NO3/c2-1(3)4/q-1	NHNBFGGVMKEFGY-UHFFFAOYSA-N	62.0049	NO3		
Schrodinger anionic salt	# N-methylsulfamic acid*	O=S(NC)(O)=O	CNS(=O)(=O)O	CNS(=O)(=O)O	CNS(=O)(=O)O	InChI=1S/CH5NO3S/c1-2-6(3,4)5/h2H,1H3,(H,3,4,5)	MYMDOKBFMTVEGE-UHFFFAOYSA-N	111.12029	CH5NO3S		
Schrodinger anionic salt	# 2-Phenoxybenzoic acid*	O=C(c1c(Oc2ccccc2)cccc1)O	OC(=O)c1ccccc1Oc2ccccc2	OC(=O)c1ccccc1Oc2ccccc2	OC(=O)c1ccccc1Oc2ccccc2	InChI=1S/C13H10O3/c14-13(15)11-8-4-5-9-12(11)16-10-6-2-1-3-7-10/h1-9H,(H,14,15)	PKRSYEPBQPFNRB-UHFFFAOYSA-N	214.2167	C13H10O3		
Schrodinger anionic salt	# Octanoic acid	O=C(CCCCCCC)O	CCCCCCCC(=O)O	CCCCCCCC(=O)O	CCCCCCCC(=O)O	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)	WWZKQHOCKIZLMA-UHFFFAOYSA-N	144.21143	C8H16O2		
Schrodinger anionic salt	# Orotic acid	[O-]C(C(NC(=O)NC1=O)=C1)=O	OC(=O)C1=CC(=O)NC(=O)N1	OC(=O)c1cc(O)nc(O)n1	OC(=O)c1cc(O)nc(O)n1	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	PXQPEWDEAKTCGB-UHFFFAOYSA-N	156.09625	C5H4N2O4	Yes	6
Schrodinger anionic salt	# Orotic acid	O=C(C(NC(=O)NC1=O)=C1)O	OC(=O)C1=CC(=O)NC(=O)N1	OC(=O)c1cc(O)nc(O)n1	OC(=O)c1cc(O)nc(O)n1	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	PXQPEWDEAKTCGB-UHFFFAOYSA-N	156.09625	C5H4N2O4	Yes	6
Schrodinger anionic salt	# Orotic acid	O=C1NC(=O)NC(C(O)=O)C1	OC(=O)C1CC(=O)NC(=O)N1	OC(=O)C1CC(=O)NC(=O)N1	OC(=O)C1CC(=O)NC(=O)N1	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)	UFIVEPVSAGBUSI-UHFFFAOYSA-N	158.11213	C5H6N2O4	Yes	8
Schrodinger anionic salt	# Oxalic acid	O=C(C(O)=O)O	OC(=O)C(=O)O	OC(=O)C(=O)O	OC(=O)C(=O)O	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	MUBZPKHOEPUJKR-UHFFFAOYSA-N	90.03488	C2H2O4		
Schrodinger anionic salt	# Oxalic acid	[O-]C(C(O)=O)=O	OC(=O)C(=O)O	OC(=O)C(=O)O	OC(=O)C(=O)O	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	MUBZPKHOEPUJKR-UHFFFAOYSA-N	90.03488	C2H2O4		
Schrodinger anionic salt	# Oxalic acid	[O-]C(C(=O)[O-])=O	OC(=O)C(=O)O	OC(=O)C(=O)O	OC(=O)C(=O)O	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	MUBZPKHOEPUJKR-UHFFFAOYSA-N	90.03488	C2H2O4		
Schrodinger anionic salt	# Oxoglutaric acid	O=C(C(CCC(O)=O)=O)O	OC(=O)CCC(=O)C(=O)O	OC(=O)CCC(=O)C(=O)O	OC(=O)CCC(=O)C(=O)O	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N	146.09814	C5H6O5	Yes	2
Schrodinger anionic salt	# Perchlorate	[O-]Cl(=O)(=O)=O	OCl(=O)(=O)=O	OCl(=O)(=O)=O	OCl(=O)(=O)=O	InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)	VLTRZXGMWDSKGL-UHFFFAOYSA-N	100.45853	ClHO4		
Schrodinger anionic salt	# Perchlorate	O=Cl(O)(=O)=O	OCl(=O)(=O)=O	OCl(=O)(=O)=O	OCl(=O)(=O)=O	InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)	VLTRZXGMWDSKGL-UHFFFAOYSA-N	100.45853	ClHO4		
Schrodinger anionic salt	# Phenylacetic acid	O=C(Cc1ccccc1)O	OC(=O)Cc1ccccc1	OC(=O)Cc1ccccc1	OC(=O)Cc1ccccc1	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	WLJVXDMOQOGPHL-UHFFFAOYSA-N	136.14792	C8H8O2		
Schrodinger anionic salt	# Phosphate	O=P(O)(O)O	OP(=O)(O)O	OP(=O)(O)O	OP(=O)(O)O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	NBIIXXVUZAFLBC-UHFFFAOYSA-N	97.99518	H3O4P		
Schrodinger anionic salt	# Phosphate	[O-]P(O)(O)=O	OP(=O)(O)O	OP(=O)(O)O	OP(=O)(O)O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	NBIIXXVUZAFLBC-UHFFFAOYSA-N	97.99518	H3O4P		
Schrodinger anionic salt	# Phosphate	[O-]P(O)(=O)[O-]	OP(=O)(O)O	OP(=O)(O)O	OP(=O)(O)O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	NBIIXXVUZAFLBC-UHFFFAOYSA-N	97.99518	H3O4P		
Schrodinger anionic salt	# Picric acid	[O-][N+](c1cc(cc([N+](=O)[O-])c1O)[N+](=O)[O-])=O	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H	OXNIZHLAWKMVMX-UHFFFAOYSA-N	229.10392	C6H3N3O7		
Schrodinger anionic salt	# Picric acid	[O-]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H	OXNIZHLAWKMVMX-UHFFFAOYSA-N	229.10392	C6H3N3O7		
Schrodinger anionic salt	# Pimelic acid*	O=C(CCCCCC(O)=O)O	OC(=O)CCCCCC(=O)O	OC(=O)CCCCCC(=O)O	OC(=O)CCCCCC(=O)O	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	WLJVNTCWHIRURA-UHFFFAOYSA-N	160.16778	C7H12O4		
Schrodinger anionic salt	# Propionic acid*	O=C(CC)O	CCC(=O)O	CCC(=O)O	CCC(=O)O	InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)	XBDQKXXYIPTUBI-UHFFFAOYSA-N	74.07854	C3H6O2		
Schrodinger anionic salt	# Phthalic acid*	O=C(c1c(C(O)=O)cccc1)O	OC(=O)c1ccccc1C(=O)O	OC(=O)c1ccccc1C(=O)O	OC(=O)c1ccccc1C(=O)O	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)	XNGIFLGASWRNHJ-UHFFFAOYSA-N	166.13084	C8H6O4		
Schrodinger anionic salt	# Pyroglutamic acid	O=C(C1CCC(=O)N1)O	OC(=O)C1CCC(=O)N1	OC(=O)C1CCC(=O)N1	OC(=O)C1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	ODHCTXKNWHHXJC-UHFFFAOYSA-N	129.11397	C5H7NO3	Yes	3
Schrodinger anionic salt	# Pyroglutamic acid	O=C([C@@H]1CCC(=O)N1)O	OC(=O)[C@@H]1CCC(=O)N1	OC(=O)[C@@H]1CCC(=O)N1	OC(=O)C1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	ODHCTXKNWHHXJC-UHFFFAOYSA-N	129.11397	C5H7NO3	Yes	3
Schrodinger anionic salt	# Salicylic acid	O=C(c1ccccc1O)O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	YGSDEFSMJLZEOE-UHFFFAOYSA-N	138.12074	C7H6O3		
