source	smiles	name	atomArray	can_smi	can_taut	can_taut_strip_stereo	Molecular_Formula	Molecular_Weight	CanonicalTautomer	NumberOfTautomers
Schrodinger solvent	C1OCCOC1	# 1,4-Dioxane		C1COCCO1	C1COCCO1	C1COCCO1	C4H8O2	88.10512		
Schrodinger solvent	CS(C)=O	# DMSO		CS(=O)C	CS(=O)C	CS(=O)C	C2H6OS	78.13344		
Schrodinger solvent	OCC	# Ethanol		CCO	CCO	CCO	C2H6O	46.06844		
Schrodinger solvent	OCCO	# Ethylene glycol*		OCCO	OCCO	OCCO	C2H6O2	62.06784		
Schrodinger solvent	OCC(CO)O	# Glycerin*		OCC(O)CO	OCC(O)CO	OCC(O)CO	C3H8O3	92.09381		
Schrodinger solvent	CCCCCCC	# Heptane		CCCCCCC	CCCCCCC	CCCCCCC	C7H16	100.20194		
Schrodinger solvent	O=P(N(C)C)(N(C)C)N(C)C	# HMPA*		CN(C)P(=O)(N(C)C)N(C)C	CN(C)P(=O)(N(C)C)N(C)C	CN(C)P(=O)(N(C)C)N(C)C	C6H18N3OP	179.20038		
Schrodinger solvent	N(C)(C)P(N(C)C)N(C)C	# HMPT*		CN(C)P(N(C)C)N(C)C	CN(C)P(N(C)C)N(C)C	CN(C)P(N(C)C)N(C)C	C6H18N3P	163.20098		
Schrodinger solvent	CCCCCC	# Hexane*		CCCCCC	CCCCCC	CCCCCC	C6H14	86.17536		
Schrodinger solvent	NCCO	# MEA		NCCO	NCCO	NCCO	C2H7NO	61.08308		
Schrodinger solvent	[NH3+]CCO	# MEA		[NH3+]CCO	[NH3+]CCO	[NH3+]CCO	C2H8NO	62.09102		
Schrodinger solvent	CO	# Methanol		CO	CO	CO	CH4O	32.04186		
Schrodinger solvent	ClCCl	# Methylene Chloride*		ClCCl	ClCCl	ClCCl	CH2Cl2	84.93258		
Schrodinger solvent	CN1CCOCC1	# N-Methylmorpholine		CN1CCOCC1	CN1CCOCC1	CN1CCOCC1	C5H11NO	101.14694		
Schrodinger solvent	C[NH+]1CCOCC1	# N-Methylmorpholine		C[NH+]1CCOCC1	C[NH+]1CCOCC1	C[NH+]1CCOCC1	C5H12NO	102.15488		
Schrodinger solvent	C1NCCOC1	# Morpholine		C1COCCN1	C1COCCN1	C1COCCN1	C4H9NO	87.12036		
Schrodinger solvent	C1[NH2+]CCOC1	# Morpholine		C1COCC[NH2+]1	C1COCC[NH2+]1	C1COCC[NH2+]1	C4H10NO	88.1283		
Schrodinger solvent	O(C)C(C)(C)C	# MTBE*		COC(C)(C)C	COC(C)(C)C	COC(C)(C)C	C5H12O	88.14818		
Schrodinger solvent	[O-][N+](C)=O	# Nitromethane*		C[N+](=O)[O-]	C[N+](=O)[O-]	C[N+](=O)[O-]	CH3NO2	61.04002		
Schrodinger solvent	O=C1CCCN1C	# NMP*		CN1CCCC1=O	CN1CCCC1=O	CN1CCCC1=O	C5H9NO	99.13106		
Schrodinger solvent	CCCCC	# Pentane*		CCCCC	CCCCC	CCCCC	C5H12	72.14878		
Schrodinger solvent	Cc1ccncc1	# 4-Picoline		Cc1ccncc1	Cc1ccncc1	Cc1ccncc1	C6H7N	93.12648		
Schrodinger solvent	C1NCCNC1	# Piperazine		C1CNCCN1	C1CNCCN1	C1CNCCN1	C4H10N2	86.1356		
Schrodinger solvent	C1CC[NH2+]CC1	# Piperidine		C1CC[NH2+]CC1	C1CC[NH2+]CC1	C1CC[NH2+]CC1	C5H12N	86.15548		
Schrodinger solvent	C1CCNCC1	# Piperidine		C1CCNCC1	C1CCNCC1	C1CCNCC1	C5H11N	85.14754		
Schrodinger solvent	OCCCO	# 1,3-Propanediol		OCCCO	OCCCO	OCCCO	C3H8O2	76.09442		
Schrodinger solvent	CCCO	# 1-Propanol		CCCO	CCCO	CCCO	C3H8O	60.09502		
Schrodinger solvent	CC(O)C	# 2-Propanol		CC(C)O	CC(C)O	CC(C)O	C3H8O	60.09502		
Schrodinger solvent	c1cc[nH+]cc1	# Pyridine		c1cc[nH+]cc1	c1cc[nH+]cc1	c1cc[nH+]cc1	C5H6N	80.10784		
Schrodinger solvent	c1ccncc1	# Pyridine		c1ccncc1	c1ccncc1	c1ccncc1	C5H5N	79.0999		
Schrodinger solvent	C1COCC1	# THF		C1CCOC1	C1CCOC1	C1CCOC1	C4H8O	72.10572		
Schrodinger solvent	Cc1ccccc1	# Toluene		Cc1ccccc1	Cc1ccccc1	Cc1ccccc1	C7H8	92.13842		
Schrodinger solvent	CCN(CC)CC	# Triethylamine		CCN(CC)CC	CCN(CC)CC	CCN(CC)CC	C6H15N	101.19		
Schrodinger solvent	CC[NH+](CC)CC	# Triethylamine		CC[NH+](CC)CC	CC[NH+](CC)CC	CC[NH+](CC)CC	C6H16N	102.19794		
Schrodinger solvent	O	# Water		O	O	O	H2O	18.01528		
Schrodinger solvent	[OH-]	# Water		[OH-]	[OH-]	[OH-]	HO	17.00734		
Schrodinger solvent	Cc1ccccc1C	# Xylene (ortho)		Cc1ccccc1C	Cc1ccccc1C	Cc1ccccc1C	C8H10	106.165		
Schrodinger solvent	Cc1cccc(C)c1	# Xylene (meta)		Cc1cccc(C)c1	Cc1cccc(C)c1	Cc1cccc(C)c1	C8H10	106.165		
Schrodinger solvent	Cc1ccc(C)cc1	# Xylene (para)		Cc1ccc(C)cc1	Cc1ccc(C)cc1	Cc1ccc(C)cc1	C8H10	106.165		
