NSC	MF	MW	RS3_MF	RS3_MW	RS3_Num_Atoms	RS3_Num_Fragments	ERROR_MSG	Alt_MF	Alt_MW	Alt_Num_Atoms	Alt_Num_Fragments
113426	C25H32ClN5OS.2ClH	559	C25H32ClN5OS	486.07247	33	1		C25H33Cl2N5OS	522.53341	34	2
113710	C28H35NO5.ClH	502	C28H35NO5	465.58119	34	1		C28H36ClNO5	502.04213	35	2
113812	C25H27NO.ClH	394	C25H27NO	357.48798	27	1		C25H28ClNO	393.94892	28	2
113955	C7H16B10.C16H36N	451	C23H43NR#	333.59422	25	2					
114005	C19H30N2O.ClH	339	C19H30N2O	302.4543	22	1		C19H31ClN2O	338.91524	23	2
114008	C16H24N2O.ClH	297	C16H24N2O	260.37456	19	1		C16H25ClN2O	296.8355	20	2
114079	C22H26N3O.I	475	C22H32N3OR#	354.50898	27	2		C22H27*IN3O	477.38169	28	3
114127	C15H23MnN5.2Cl	399	C15H26MnN5	331.33848	21	1		C15H21ClMnN5	364.7756	22	2
114169	C22H42N10O11S.3ClH	764	C22H42N10O11S	654.69427	44	1		C22H43ClN10O11S	691.15522	45	2
114232	C18H25N2.BrH.Br	430	C18H25N2	269.4045	20	1		C18H26Br2N2	431.22838	22	3
114243	Cl.1/2CoFH15N5	117	CoFH10N5	158.0445	7	1		ClCoFH10N5	193.4975	8	2
114245	C4H19CoN6O2.2I	496	C4H14CoN6O2	237.12616	13	1		C4H14CoIN6O2	364.03063	14	2
114247	C4H19CoN6O2.2Cl	313	C4H14CoN6O2	237.12616	13	1		C4H14ClCoN6O2	272.57916	14	2
114248	Cl.1/2CoFH15N5	117	CoFH10N5	158.0445	7	1		ClCoFH10N5	193.4975	8	2
115380	C18H10N2O8S2Zn.2Na	558	C18H30N2O8S2Zn	531.97839	31	1		C18H12N2NaO8S2Zn	538.84112	32	2
115381	C18H10CdN2O8S2.2Na	605	C18H30CdN2O8S2	578.98039	31	1		C18H12CdN2NaO8S2	585.84313	32	2
115382	C18H10N2O8S2Zr.2Na	584	C18H30N2O8S2Zr	557.79339	31	1		C18H12N2NaO8S2Zr	564.65612	32	2
115427	C24H24N3O5.CH3O4S	546	C25H25N3O9R#S	543.54569	39	2		C25H29*N3O9S	547.57745	39	3
115428	C32H44N5O5.3CH3O4S	912	C33H45N5O9R#S	687.8035	49	2		C33H49*N5O9S	691.83526	49	3
115778	C10H17N2.I	292	C10H17N2	165.25538	12	1		C10H17IN2	293.16779	13	2
115879	C14H24HgNO5.H	488	C14H25HgNO5	487.942	21	1		C14H25HgNO5	487.94199	21	1
116190	C18H20ClN5.2ClH	415	C18H22ClN5R#2	343.85378	26	3		C18H23*2Cl2N5	380.31472	27	4
116297	C4CoN4S4.Hg	492	C4CoN4S4	291.26279	13	1		C4CoHgN4S4	491.8528	14	2
116301	C30H24FeN6.2I	778	C30H54FeN6	554.63495	37	1		C30H24FeIN6	657.34887	38	2
116308	C6H20BN2.I	258	C6H20BN2	131.0474	9	1		C6H20BIN2	259.96775	10	2
116321	C9H18BN2.I	292	C9H23BN2	170.10332	12	1		C9H18BIN2	293.98397	13	2
116322	C10H20BN2.I	306	C10H25BN2	184.1299	13	1		C10H20BIN2	308.01054	14	2
116323	C9H15BN3.I	303	C9H20BN3	181.0862	13	1		C9H15BIN3	304.96685	14	2
116324	C8H15BClN2.I	312	C8H20BClN2	190.5218	12	1		C8H15BClIN2	314.40245	13	2
116554	C24H22N4.2I	620	C24H32N4	376.53768	28	1		C24H22IN4	495.37863	29	2
116652	C28H26N2.2I	644	C28H44N2	408.66235	30	1		C28H26IN2	519.43979	31	2
116661	C33H30Fe2P.I	696	C33H15Fe2P	554.13596	36	1		C33H15Fe2IP	681.04043	37	2
116937	C29H40N2O7.ClH	565	C29H40N2O7	528.63709	38	1		C29H41ClN2O7	565.09803	39	2
116953	C23H26Cl2N2O.ClH	454	C23H26Cl2N2O	417.37134	28	1		C23H27Cl3N2O	453.83228	29	2
117306	C2H6AsD2N.ClD	160	C2H8AsN	121.01322	4	1		C2H8AsN	121.01321	4	1
117374	C16H24Cl2N2O3.2ClH	436	C16H24Cl2N2O3	363.27935	23	1		C16H25Cl3N2O3	399.74029	24	2
117376	C18H28Cl2N2O3.2ClH	464	C18H28Cl2N2O3	391.33251	25	1		C18H29Cl3N2O3	427.79345	26	2
117378	C21H26Cl2N2O3.2ClH	498	C21H26Cl2N2O3	425.34874	28	1		C21H27Cl3N2O3	461.80967	29	2
117872	C21H22N2O4.H2O4S	464	C21H24N2O7R#S	448.48945	32	2		C21H25*N2O7S	449.49739	32	3
118064	Cl.1/3CoH17N5O	89	CoH11N5O	156.05343	7	1		ClCoH11N5O	191.50643	8	2
118081	C19H22N2O2.ClH	347	C19H22N2O2	310.39018	23	1		C19H23ClN2O2	346.85112	24	2
118085	C12H20AuN2O4.3ClH.Cl	598	C12H20AuN2O4	453.26474	19	1		C12H21AuCl2N2O4	525.17868	21	3
118266	C40H38Cu2N10O20S4.4Na	1326	C40H42Cu2N10O20S4	1238.16848	76	1		C40H42Cu2N10NaO20S4	1261.15825	77	2
118378	C9H15N3O2S.ClH	266	C9H16N3O2S	230.30723	15	1		C9H17ClN3O2S	267.77611	16	2
118516	C8H10CuN2O8.2H	328	C8H10CuN2O8	325.71959	19	1		C8H10CuN2O8	325.71959	19	1
119150	C12H16N5.Cl	266	C12H16N5	230.28894	17	1		C12H16ClN5	266.74987	18	2
119264	C35H19CuN8O9P3.6H	858	C33H20CuN8O3PR#	671.08346	47	2		C33H20*CuN8O3P	673.09934	47	2
119275	C26H21N3O2.2Cl	478	C26H31N3O2	417.54323	31	1		C26H21ClN3O2	444.93272	32	2
119366	C43H49N3O6S2.Na	791	C43H50N3O6S2	769.0036	54	1		C43H50N3NaO6S2	793.00131	55	2
119372	C7H10NO3P.Na	210	C7H16NO3P	193.1806	12	1		C7H11NNaO3P	212.13861	13	2
119533	C11H23DN.I	298	C11H24N	170.31496	12	1		C11H24IN	298.22737	13	2
119874	Cl6Pt.2H4N	444	Cl6Pt	407.79599	7	1		Cl6H3NPt	424.82651	8	2
119951	C25H34N4O4.2Cl	525	C25H34N4O4	454.56185	33	1		C25H34ClN4O4	492.03073	34	2
120064	C9H10CoO.I	320	C9H4CoO	187.06065	11	1		C9H4CoIO	313.96512	12	2
120100	C9H11FeNO2P.I	379	C9H7FeNO2P	247.97614	14	1		C9H7FeINO2P	374.88061	15	2
120132	C6CrNO5.Na	241	C6CrNO5	218.064	13	1		C6CrNNaO5	241.05377	14	2
120134	C6NO5W.Na	373	C6NO5W	349.90789	13	1		C6NNaO5W	372.89766	14	2
120190	C46H58N4O8.ClH	831	C46H58N4O8	794.97472	58	1		C46H59ClN4O8	831.43566	59	2
120558	C11H20NO3.Br	294	C11H20NO3	214.28139	15	1		C11H20BrNO3	295.19333	16	2
120559	C11H20NO.I	309	C11H20NO	182.2826	13	1		C11H20INO	310.19501	14	2
120606	C18H24NO4.Br	398	C18H24NO4	318.38746	23	1		C18H24BrNO4	399.2994	24	2
121111	C22H21N3O3.BrH	456	C22H21N3O3	375.42044	28	1		C22H22BrN3O3	456.33238	29	2
121180	C38H58N12O2.ClH	751	C38H58N12O2	714.94632	52	1		C38H59ClN12O2	751.40726	53	2
121380	C45H73BNO15.H	880	C45H73BNO15	878.86982	62	1		C45H73BNO15	878.86982	62	1
121702	C5H2FeN5O.3Na	273	C5HFeN5O	202.93933	12	1		C5HFeN5NaO	225.9291	13	2
122216	C25H27N5O6.ClH	530	C25H27N5O6	493.51178	36	1		C25H28ClN5O6	529.97271	37	2
122287	C8H14CuN6OS2.2ClH	411	C8H14CuN6OS2	337.91236	18	1		C8H15ClCuN6OS2	376.38917	19	2
122592	C15H20NO.I	357	C15H20NO	230.3254	17	1		C15H20INO	358.23781	18	2
122707	C34H30ClFeN4O4.2H	652	C34H32ClFeN4O4	651.94028	44	1		C34H32ClFeN4O4	653.95616	44	1
123247	C20H17N2O2S.I	476	C20H17N2O2S	349.42618	25	1		C20H17IN2O2S	477.33859	26	2
123248	C23H21N2O.I	468	C23H30N2O	350.4971	26	1		C23H21IN2O	469.33805	27	2
123404	C16H21NO4.BrH	372	C16H21NO4	291.34224	21	1		C16H22BrNO4	372.25418	22	2
123421	C21H25BrN2O3.BrH	514	C21H26BrN2O3R#	434.34674	28	2		C21H27*Br2N2O3	515.25867	29	3
123541	C26H20N2O6S2.2Na	567	C26H21N2O3R#S	441.52153	33	2		C26H21*N2NaO3S	464.51131	34	3
123863	C19H23NO.BrH	362	C19H23NO	281.39202	21	1		C19H24BrNO	362.30396	22	2
123896	Cl3H9N3Pt.Cl	388	Cl3H6N3Pt	349.50474	7	1		Cl4H6N3Pt	384.95774	8	2
123897	Cl5H3NPt.K	428	Cl5H2NPt	388.36558	7	1		Cl5H2KNPt	427.46387	8	2
123898	Cl3H3NPt.K	358	Cl3H2NPt	317.45958	5	1		Cl3H2KNPt	356.55788	6	2
123985	C24H21Cl2FN5O2S.BrH.Br	694	C24H26Cl2FN5O2S	538.46494	35	1		C24H22Br2Cl2FN5O2S	695.24912	37	3
124141	C10H15N5O10P2.3Na	496	C10H15N5O10P2	427.20112	27	1		C10H15N5NaO10P2	450.19089	28	2
124333	C50H34CuN11.3Cl	959	C38H28CuN9R#	674.23521	49	2		C38H23*ClCuN9	707.67233	50	3
124412	C5H8ClNO3.ClH	202	C5H8ClNO3	165.57491	10	1		C5H9Cl2NO3	202.03585	11	2
124660	C18H18CoN2O4.2H	387	C18H18CoN2O4	385.27972	25	1		C18H18CoN2O4	387.2956	25	1
124674	C24H25NO2S.ClH	428	C24H25NO2S	391.5258	28	1		C24H26ClNO2S	427.98674	29	2
125018	C15H22Cl2N2O3.2ClH	422	C15H22Cl2N2O3	349.25278	22	1		C15H23Cl3N2O3	385.71371	23	2
125352	C24H21Cl2FN5O2S.BrH.Br	694	C24H26Cl2FN5O2S	538.46494	35	1		C24H22Br2Cl2FN5O2S	695.24912	37	3
125487	C12H16N2O2S.Na	275	C12H18N2O2S	254.34852	17	1		C12H18N2NaO2S	277.33829	18	2
125761	C11H16N2O3.Na	247	C11H18N2O3	226.27221	16	1		C11H18N2NaO3	249.26198	17	2
125762	C11H16N2O3.Na	247	C11H18N2O3	226.27221	16	1		C11H18N2NaO3	249.26198	17	2
125795	C12H18N2O3.Na	261	C12H20N2O3	240.2988	17	1		C12H20N2NaO3	263.28857	18	2
125849	C24H21Cl2FN5O2S.BrH.Br	694	C24H26Cl2FN5O2S	538.46494	35	1		C24H22Br2Cl2FN5O2S	695.24912	37	3
125948	C17H11NO4S2.Na	380	C17H12NO4R#S2	358.41148	25	2		C17H12*NNaO4S2	381.40125	26	3
125949	C13H9NO5S.Na	314	C13H10NO5R#S	292.2872	21	2		C13H10*NNaO5S	315.27696	22	3
125950	C13H10N2O4S.Na	313	C13H11N2O4R#S	291.30244	21	2		C13H11*N2NaO4S	314.2922	22	3
125953	C17H11NO5S.Na	364	C17H12NO5R#S	342.34588	25	2		C17H12*NNaO5S	365.33565	26	3
125954	C17H12N2O4S.Na	363	C17H13N2O4R#S	341.36112	25	2		C17H13*N2NaO4S	364.35089	26	3
125955	C13H9NO4S2.Na	330	C13H10NO4R#S2	308.35279	21	2		C13H10*NNaO4S2	331.34256	22	3
125956	C15H12N2O4S2.Na	371	C15H13N2O4R#S2	349.40472	24	2		C15H13*N2NaO4S2	372.39449	25	3
126047	C29H40N.Cl	438	C29H42NR#2	404.65048	32	3		C29H42*2ClN	441.11142	33	4
126048	C19H33NO4S.Na	395	C19H34NO4R#S	372.54255	26	2		C19H34*NNaO4S	395.53232	27	3
126210	C31H62N4O2.2I	777	C31H63N4O2R#	523.85751	38	2		C31H63*IN4O2	652.77786	39	3
126508	C11H16N2O3.Na	247	C11H18N2O3	226.27222	16	1		C11H18N2NaO3	249.26198	17	2
126514	C11H16N2O3.Na	247	C11H18N2O3	226.27221	16	1		C11H18N2NaO3	249.26198	17	2
126537	C12H18N2O3.Na	261	C12H20N2O3	240.29879	17	1		C12H20N2NaO3	263.28856	18	2
126543	C12H18N2O3.Na	261	C12H20N2O3	240.29879	17	1		C12H20N2NaO3	263.28857	18	2
126827	C4H6ClN2O.BF4	220	C4H7BClF4N2OR#	221.36879	14	2		C4H7*BClF4N2O	221.36879	14	3
126924	C14H14N2O2S.Li	281	C14H14N2O2S	274.33816	19	1		C14H14LiN2O2S	281.27916	20	2
126943	C11H16N2O2S.Li	247	C11H16N2O2S	240.32193	16	1		C11H16LiN2O2S	247.26294	17	2
126961	C12H18N2O2S.Li	261	C12H18N2O2S	254.34851	17	1		C12H18LiN2O2S	261.28951	18	2
126963	C10H14N2O2S.Li	233	C10H14N2O2S	226.29535	15	1		C10H14LiN2O2S	233.23635	16	2
126969	C12H18N2O2S.Li	261	C12H18N2O2S	254.34851	17	1		C12H18LiN2O2S	261.28951	18	2
126971	C13H20N2O2S.Li	275	C13H20N2O2S	268.37509	18	1		C13H20LiN2O2S	275.31609	19	2
126975	C7H16N2O2S.Li	199	C7H16N2O2S	192.27914	12	1		C7H16LiN2O2S	199.22014	13	2
127156	C24H21Cl2FN5O2S.BrH.Br	694	C24H26Cl2FN5O2S	538.46494	35	1		C24H22Br2Cl2FN5O2S	695.24912	37	3
127639	C32H24N6O18S6.6K	1208	C32H24N6O18S6	972.95236	62	1		C32H24KN6O18S6	1012.05066	63	2
127641	C34H28N6O18S6.6K	1236	C34H28N6O18S6	1001.00552	64	1		C34H28KN6O18S6	1040.10382	65	2
127750	C30H33NO3.ClH	492	C30H33NO3	455.58792	34	1		C30H34ClNO3	492.04886	35	2
127937	C29H35NO2.ClH	466	C29H35NO2	429.5937	32	1		C29H36ClNO2	466.05464	33	2
128341	C14H20NO.Br	298	C14H20NO	218.3147	16	1		C14H20BrNO	299.22663	17	2
128383	C10H11N3O3.ClH.H3N	275	C10H11N3O3	221.21264	16	1		C10H15ClN4O3	274.7041	18	3
128569	C26H25Cl2FN5O2S.BrH.Br	722	C26H30Cl2FN5O2S	566.5181	37	1		C26H26Br2Cl2FN5O2S	723.30228	39	3
129156	C28H32N2O3S.ClH	513	C28H32N2O3S	476.63028	34	1		C28H33ClN2O3S	513.09122	35	2
129209	C28H28P2.2Br	586	C28H30P2	428.48532	30	1		C28H30BrP2	508.38932	31	2
129210	C28H26P2.2Br	584	C28H28P2	426.46944	30	1		C28H28BrP2	506.37344	31	2
129440	C6H4Cl5NO2Sb.H4N	439	C6H4Cl5NO2Sb	421.12645	15	1		C6H7Cl5N2O2Sb	438.15698	16	2
129507	C19H16OP.I	418	C19H17OP	292.31144	21	1		C19H17IOP	419.21591	22	2
129748	C13H9N2O2.ClO4	325	C13H25ClN2O6R#	340.8004	23	2		C13H11*ClN2O6	326.68924	23	3
129756	C22H18Br2N2.2Br	630	C22H28Br2N2	480.27911	26	1		C22H18Br3N2	552.1196	27	2
129765	C23H17N2O2.Br	433	C23H22N2O2	358.43297	27	1		C23H17BrN2O2	434.30522	28	2
129767	C24H19N2O2.Br	447	C24H24N2O2	372.45955	28	1		C24H19BrN2O2	448.3318	29	2
129768	C23H16ClN2O2.Br	468	C23H21ClN2O2	392.87803	28	1		C23H16BrClN2O2	468.75028	29	2
129769	C24H19N2O3.Br	463	C24H24N2O3	388.45895	29	1		C24H19BrN2O3	464.3312	30	2
130058	C10H18NO.Br	248	C10H18NO	168.25601	12	1		C10H18BrNO	249.16795	13	2
130066	C27H38N2O3.ClH	475	C27H38N2O3	438.60221	32	1		C27H39ClN2O3	475.06315	33	2
130154	C11H16N6O.ClH	285	C11H26N6O	258.36374	18	1		C11H17ClN6O	284.74528	19	2
130160	C38H70NO13.I	876	C38H70NO13	748.9613	52	1		C38H70INO13	876.87371	53	2
130170	C10H14N6O.ClH	271	C10H24N6O	244.33715	17	1		C10H15ClN6O	270.71869	18	2
130177	C26H34N2O2.ClH	443	C26H34N2O2	406.56035	30	1		C26H35ClN2O2	443.02129	31	2
130204	C23H23NO4.ClH	414	C23H23NO4	377.43301	28	1		C23H24ClNO4	413.89395	29	2
130240	C6H24CoN6.3Cl	346	C6H18CoN6	233.18052	13	1		C6H18ClCoN6	268.63352	14	2
130244	ClH13N4ORu.2Cl	293	ClH9N4ORu	217.62065	7	1		Cl2H9N4ORu	253.07366	8	2
130973	C20H29NO3.ClH	368	C20H29NO3	331.44916	24	1		C20H30ClNO3	367.9101	25	2
131059	C52H36FeN4O8.Cl	936	C52H36FeN4O8	900.70924	65	1		C52H36ClFeN4O8	938.17812	66	2
131663	C12H16N6O4.2ClH	381	C12H16N6O4	308.29324	22	1		C12H17ClN6O4	344.75418	23	2
132029	C13H18N2O2S.Li	273	C13H18N2O2S	266.35922	18	1		C13H18LiN2O2S	273.30022	19	2
132344	C11H14MnN2O8.2K	435	C11H14MnN2O8	357.1755	22	1		C11H14KMnN2O8	398.28968	23	2
132345	C11H14MnN2O8.2K	435	C11H14MnN2O8	357.1755	22	1		C11H14KMnN2O8	398.28968	23	2
132782	C16H12IS.I	490	C16H13IS	364.24389	18	1		C16H13I2S	491.14836	19	2
132926	C7H11ClN7O.Cl	280	C7H11ClN7O	244.66154	16	1		C7H11Cl2N7O	280.11454	17	2
132927	C7H11ClN7O.Cl	280	C7H11ClN7O	244.66154	16	1		C7H11Cl2N7O	280.11454	17	2
132928	C8H12ClN6O.Cl	279	C8H12ClN6O	243.67348	16	1		C8H12Cl2N6O	279.12648	17	2
133335	C4H8CoNO4.Ba	330	C4H7CoNO4	192.03588	10	1		C4H7BaCoNO4	329.36288	11	2
133338	C8H24CoN6O4.I	454	C8H20CoN6O4	323.2154	19	1		C8H20CoIN6O4	450.11986	20	2
133341	C7H10CoN2O8.Na	332	C7H8CoN2O8	307.08021	18	1		C7H8CoN2NaO8	330.06998	19	2
133342	C7H10CoN2O8.Na	332	C7H8CoN2O8	307.08021	18	1		C7H8CoN2NaO8	330.06998	19	2
133343	C7H22CoN5O2.2I	521	C7H17CoN5O2	262.17538	15	1		C7H17CoIN5O2	389.07985	16	2
133344	C4H16CoN6O4.Br	351	C4H12CoN6O4	267.10908	15	1		C4H12BrCoN6O4	347.01308	16	2
133345	C10H12CoN2O8.Na	370	C10H12CoN2O8	347.14408	21	1		C10H12CoN2NaO8	372.14973	22	2
133346	C3H16N4Pt.2Cl	374	C3H12N4Pt	299.23218	8	1		C3H12ClN4Pt	334.68517	9	2
133627	C21H26BNP.I	461	C21H27BNP	335.23054	24	1		C21H27BINP	463.14295	25	2
133726	C14H20Cl2N2O2.ClH	356	C14H20Cl2N2O2	319.2268	20	1		C14H21Cl3N2O2	355.68774	21	2
134705	C9H13ClN5O2.Cl	294	C9H13ClN5O2	258.68482	17	1		C9H13Cl2N5O2	294.13782	18	2
134706	C9H13ClN5O2.Cl	294	C9H13ClN5O2	258.68482	17	1		C9H13Cl2N5O2	294.13782	18	2
134745	C26H31N3.ClH	422	C26H31N3	385.54443	29	1		C26H32ClN3	422.00537	30	2
134816	C20H31NO5.2Na	411	C20H32NO5R#	366.47177	27	2		C20H32*NNaO5	389.46154	28	3
135113	C23H25Cl2NO7.ClH	535	C23H27Cl2NO7	500.36897	33	1		C23H28Cl3NO7	536.82991	34	2
135220	C29H41ClN2O.ClH	506	C29H41ClN2O	469.10164	33	1		C29H42Cl2N2O	505.56258	34	2
135303	C21H23N2O2.I	462	C21H23N2O2	335.41952	25	1		C21H23IN2O2	463.33193	26	2
135458	C9H17N2O.I	296	C9H17N2O	169.24407	12	1		C9H17IN2O	297.15648	13	2
136151	C32H30N2.2Br	602	C32H40N2	452.67339	34	1		C32H30BrN2	524.51388	35	2
136665	C21H25NO3.ClH	376	C21H25NO3	339.42809	25	1		C21H26ClNO3	375.88904	26	2
137950	C7H8N4O4S.K	283	C7H8N4O4S	244.22781	16	1		C7H8KN4O4S	283.32612	17	2
138006	C9H11N4.Cl	211	C9H11N4	175.21043	13	1		C9H11ClN4	210.66343	14	2
138359	C15H14N2.2Br	382	C15H14N2	222.28506	17	1		C15H14BrN2	304.20494	18	2
138529	C31H64N4O2.2I	779	C31H65N4O2R#	525.87339	38	2		C31H65*IN4O2	654.79374	39	3
138733	C26H30N2O4S.Na	490	C26H30N2O4S	466.59239	33	1		C26H30N2NaO4S	489.58216	34	2
138757	C15H12Cl3O3P.Li	385	C15H12Cl3O3P	377.58674	22	1		C15H12Cl3LiO3P	384.52774	23	2
139112	C29H24Cl2N4P.Br	610	C29H25Cl2N4P	531.41536	36	1		C29H25BrCl2N4P	611.31936	37	2
139490	C21H27N7O6.2Na	519	C21H27N7O6	473.48238	34	1		C21H27N7NaO6	496.47214	35	2
139491	C47H61N18O31P5.6H3N	1631	C47H61N18O31P5	1528.95804	101	1		C47H64N19O31P5	1545.98856	102	2
140027	C6H14O11S2.2Na	372	C6H14O11S2	326.29875	19	1		C6H14NaO11S2	349.28852	20	2
140067	C13H8N3O.Cl	258	C13H8N3O	222.22211	17	1		C13H8ClN3O	258.68305	18	2
140493	C49H63N16O35P5.6H3N	1693	C49H63N16O35P5	1590.97952	105	1		C49H66N17O35P5	1608.01004	106	2
140701	C25H20N4O2S.ClH	477	C25H20N4O2S	440.5169	32	1		C25H21ClN4O2S	476.97784	33	2
140861	C11H14N4O4.1/2H2O	275	C11H15N4O4R#	267.2612	20	2		C11H17*N4O5	285.27648	21	3
141117	C27H30N2OS.ClH	467	C27H30N2OS	430.60489	31	1		C27H31ClN2OS	467.06583	32	2
141149	C30H20N4O22S6.6Na	1119	C30H20N4O22S6	980.8834	62	1		C30H20N4NaO22S6	1003.87317	63	2
141656	C9H7BrN7.Cl	329	C9H7BrN7	293.10278	17	1		C9H7BrClN7	329.56372	18	2
141657	C9H8N7.ClH.Cl	286	C9H8N7	214.20671	16	1		C9H9Cl2N7	287.1286	18	3
141882	C21H29N2O.Br	405	C21H29N2O	325.46776	24	1		C21H29BrN2O	406.3797	25	2
141891	C22H31N2O.Br	419	C22H31N2O	339.49434	25	1		C22H31BrN2O	420.40628	26	2
141892	C22H31N2O.Br	419	C22H31N2O	339.49434	25	1		C22H31BrN2O	420.40628	26	2
141894	C22H30NO2.Br	420	C22H30NO2	340.47909	25	1		C22H30BrNO2	421.39104	26	2
141907	C23H33N2O.Br	433	C23H33N2O	353.52092	26	1		C23H33BrN2O	434.43286	27	2
142043	Cl.1/2CoH18N6	116	CoH12N6	155.06867	7	1		ClCoH12N6	190.52167	8	2
142278	C6H11NO.ClH	150	C6H13NOR#	115.17352	9	2		C6H14*ClNO	151.63445	10	3
142316	C12H8Cl2N2O4Pt.2H	512	C12H20Cl2N2O4Pt	522.28219	21	1		C12H10Cl2N2O4Pt	514.21868	21	1
142422	C13H18N3O2.Br	328	C13H18N3O2	248.30092	18	1		C13H18BrN3O2	329.21285	19	2
142430	C13H18BrN2.Br	362	C13H18BrN2	282.19942	16	1		C13H18Br2N2	363.11136	17	2
142521	C12H13BrDN.BrH	334	C12H14BrN	252.15025	14	1		C12H15Br2N	333.0622	15	2
142622	C19H24N.Br	346	C19H24N	266.40056	20	1		C19H24BrN	347.3125	21	2
142870	C48H96N2O6.2Cl	868	C48H96N2O6	797.28564	56	1		C48H96ClN2O6	834.75452	57	2
143042	C17H20N2O.ClH	305	C17H20N2O	268.3535	20	1		C17H21ClN2O	304.81444	21	2
143367	C8H12N.I	249	C7H16NR#	114.20864	9	2		C7H11*IN	237.08135	10	3
143384	C7H12O3.Li	151	C7H12O3	144.16837	10	1		C7H12LiO3	151.10938	11	2
143434	C45H62N2O13.Na	862	C45H62N2O13	838.97938	60	1		C45H62N2NaO13	861.96915	61	2
143435	C47H58N2O13.Na	882	C47H58N2O13	858.96902	62	1		C47H58N2NaO13	881.95879	63	2
144094	C38H50N16O23P4.5H3N	1308	C38H50N16O23P4	1222.79204	81	1		C38H53N17O23P4	1239.82256	82	2
144095	C40H52N14O27P4.5H3N	1370	C40H52N14O27P4	1284.81352	85	1		C40H55N15O27P4	1301.84404	86	2
144109	C43H59N4O13.Cl	875	C43H59N4O13	839.94756	60	1		C43H59ClN4O13	876.4085	61	2
144733	C21H27NO2.ClH	362	C21H27NO2	325.44458	24	1		C21H28ClNO2	361.90552	25	2
144752	C23H27N3O2.ClH	414	C23H27N3O2	377.47938	28	1		C23H28ClN3O2	413.94032	29	2
145185	C21H22P.Br	385	C21H23P	306.38108	22	1		C21H23BrP	386.28508	23	2
145204	C34H29BrO2P.Br	660	C34H30BrO2P	581.47856	38	1		C34H30Br2O2P	661.38256	39	2
145206	C36H32O3P.Br	624	C36H33O3P	544.61918	40	1		C36H33BrO3P	624.52318	41	2
145211	C40H34O2P.Br	658	C40H35O2P	578.67846	43	1		C40H35BrO2P	658.58246	44	2
145313	C20H7Cl12NO5S.1/2Mg	811	C20H7Cl12NO5S	798.77428	39	1		C20H7Cl12MgNO5S	823.07928	40	2
146718	C37H47NO12.Na	721	C37H47NO12	697.76858	50	1		C37H47NNaO12	720.75835	51	2
147828	C4H5AuO4S.2Na	392	C4H5AuO4S	346.11165	10	1		C4H5AuNaO4S	369.10142	11	2
148031	C27H54N3NiS6.Br	752	C27H57N3NiS6	674.84498	37	1		C27H57BrN3NiS6	754.74898	38	2
148033	C15H21NiO6.K	395	C15H24NiO6	359.04085	22	1		C15H24KNiO6	398.13915	23	2
148078	Cl5Mn.2K	310	Cl5Mn	232.20304	6	1		Cl5KMn	271.30134	7	2
148079	C15H21MnO6.K	391	C15H24MnO6	355.2855	22	1		C15H24KMnO6	394.3838	23	2
148080	C10H18MnO6.Cl	325	C10H18MnO6	289.18436	17	1		C10H18ClMnO6	324.63736	18	2
148082	Cl5H2MnO.2H4N	286	Cl5HMnO	249.21038	7	1		Cl5H4MnNO	266.2409	8	2
148101	C15H21CoO6.K	395	C15H24CoO6	359.28065	22	1		C15H24CoKO6	398.37895	23	2
148103	C30H27CoO6.K	582	C30H30CoO6	545.4888	37	1		C30H30CoKO6	584.5871	38	2
148107	C3CoO9.3Na	308	C3CoO9	238.9599	13	1		C3CoNaO9	261.94967	14	2
148115	C4CuN4S4.2Cs	562	C4CuN4S4	295.8756	13	1		C4CsCuN4S4	428.78105	14	2
148356	C14H13N3O3.Na	294	C14H14N3O3R#	272.27926	21	2		C14H14*N3NaO3	295.26903	22	3
148366	C37H36N2O9S3.Na	772	C37H37N2O9S3	749.89268	51	1		C37H37N2NaO9S3	773.89039	52	2
148419	C6H7S3.Br	255	C6H8S3	176.32272	9	1		C6H8BrS3	256.22672	10	2
148482	C3HO10Zr.3H4N	342	C3HO10Zr	288.25804	14	1		C3H4NO10Zr	305.28855	15	2
148771	C6H10O4.1/2Cu	178	C6H10O4	146.14119	10	1		C6H10CuO4	209.68719	11	2
149006	C28H36N4O4Pd.2Cl	670	C28H36N4O4Pd	599.02983	37	1		C28H36ClN4O4Pd	634.48283	38	2
149087	C9H13NO8.2Ca	343	C9H13NO8	263.20142	18	1		C9H13CaNO8	303.27942	19	2
149208	C5H10N2.ClH	135	C5H10N2	98.1463	7	1		C5H11ClN2	134.60723	8	2
149236	C18H14N4.2Br	446	C18H24N4	296.40996	22	1		C18H14BrN4	368.25044	23	2
149975	C22H18BN2.Cl	357	C22H33BN2	336.32182	25	1		C22H18BClN2	358.6716	26	2
150029	C11H13Cl2N4O.Cl	324	C11H13Cl2N4O	288.15312	18	1		C11H13Cl3N4O	323.60612	19	2
150774	C17H10O4S2.Na	365	C17H11O4R#S2	343.39684	24	2		C17H11*NaO4S2	366.38661	25	3
151134	C9H30CrN6.3Cl	381	C9H24CrN6	268.32316	16	1		C9H24ClCrN6	303.77616	17	2
151147	C18H10N2NiO8S2.2H	507	C18H30N2NiO8S2	525.26279	31	1		C18H12N2NiO8S2	509.13575	31	1
